created_at,text,geo__place_id,place_info__country_code,place_info__name,place_info__country,place_info__geo__bbox__001,place_info__geo__bbox__002,place_info__geo__bbox__003,place_info__geo__bbox__004,place_info__full_name,geo__coordinates__type,Longitude,Latitude
2021-03-24T21:04:50.000Z,Attention Hoosiers: Please participate in the Indiana Mutual Aid Coalition’s to collect non perishable food on Sat 4/3/21 from 1:00-3:30 pm at the DeKalb County Courthouse. This is to PROMOTE MUTUAL AID during a KKK rally. This is NOT a protest. Please Donate. Please Retweet. https://t.co/izBXre0M2B,2037586e46d4bbca,US,Shelbyville,United States,-85.808882,39.485252,-85.737081,39.569021,"Shelbyville, IN",,-85.772982,39.5271365
2021-03-24T19:44:40.000Z,@NicholeGunz yup. i’ve seen an uptick in this especially last spring/summer when mutual aid/personal campaigns were taking off,011add077f4d2da3,US,Brooklyn,United States,-74.041878,40.570842,-73.855673,40.739434,"Brooklyn, NY",,-73.948776,40.655138
2021-03-24T18:14:10.000Z,"Hi friends! We are teaming up with some west Philly mutual aid groups for this great event! If you can donate please do! Any amount helps! Also, we need volunteers!! Please reach out to volunteer! Donate via Venmo @chicks_philly https://t.co/WlWGS422xK",091afca178027053,US,Ramblewood,United States,-74.98383,39.914212,-74.925379,39.9518934,"Ramblewood, NJ",,-74.954605,39.9330527
2021-03-24T16:17:27.000Z,"Our mutual aid hub is open for supply drop off, pick up, and redistribution!\n\n📍2161 University Ave W., St. Paul\nHere are the current lists of our ongoing needs + abundance items: https://t.co/KBoRulbTTm",60e2c37980197297,US,St Paul,United States,-93.207783,44.8907521,-93.003514,44.992279,"St Paul, MN",,-93.105649,44.9415156
2021-03-24T16:14:33.000Z,"went out to echo park today with my ML mutual aid cadre, Communists of Los Angeles to stand in solidarity with our unhoused neighbors. they’re calling for allies all day + tomorrow to protect from sweeps #servicesnotsweeps also finally got to meet my internet crush @savannimalz https://t.co/l22pk6h669",74e65f2726d57f36,US,Echo Park,United States,-118.27352,34.06158,-118.24756,34.0889083,"Echo Park, Los Angeles",,-118.26054,34.0752442
2021-03-24T16:14:05.000Z,@KaraNextWeek Maybe while we're still young we should launch our own transit co-op and start putting our 401ks/savings/etc... into a Susu (old lady mutual aid.) 😍,e4a0d228eb6be76b,US,Philadelphia,United States,-75.280284,39.871811,-74.955712,40.13792,"Philadelphia, PA",,-75.117998,40.0048655
2021-03-24T03:18:22.000Z,"As a mutual aid organizer doing community work, I’m really happy to have received the 1st dose of the Pfizer vaccine today (w/ @BernieSanders by my side) 😉\n\nCan’t believe a year ago, we started @BXMutualAidNtwk &amp; a year later, I’m vaccinated + ready to bid goodbye to #COVID19 💉 https://t.co/keLvN27kEo",0fc3a491ad95b001,US,North Central Bronx Hospital,United States,-73.881526,40.8804413,-73.881526,40.8804413,North Central Bronx Hospital,,-73.881526,40.8804413
2021-03-23T20:43:19.000Z,Happening now: @DontShootPdx is hosting a panel on YouTube for their Spring Break Out series. They’re discussing mutual aid and explaining what it is. \n\nWe’ll have a recap on @KOINNews https://t.co/bfoK7ZuIRu,ac88a4f17a51c7fc,US,Portland,United States,-122.79007,45.421863,-122.47175,45.6509405,"Portland, OR",,-122.63091,45.5364018
2021-03-23T13:22:48.000Z,@basche42 Incidentally I know some people who are interested in building an online system for systematic and scalable mutual aid but they’re nontechnical and looking for a developer. Any interest in helping out or know anyone who may be ?,006b48995ede9bcc,US,Gilbert,United States,-111.84224,33.204608,-111.63489,33.3858215,"Gilbert, AZ",,-111.73857,33.2952148
2021-03-22T17:57:31.000Z,Let’s all do the work to try to bring our communities together by educating and healing. Find the mutual aid orgs in your area and see how you can help. Follow @HometownAction for my Alabama friends.✌🏻😘,288de3df481163e8,US,Alabama,United States,-88.473228,30.144425,-84.888247,35.008029,"Alabama, USA",,-86.680738,32.576227
2021-03-22T03:20:31.000Z,"Thanks to @weardiop for writing about the origins of this IG page, how I started working mutual aid with @esmutualaid and life during the pandemic. ❤️ @ Detroit, Michigan https://t.co/qerdqo0BRN",b463d3bd6064861b,US,Detroit,United States,-83.288056,42.255085,-82.91052,42.450488,"Detroit, MI",Point,-83.0507,42.3368
2021-03-22T02:23:59.000Z,"Volunteers of the Association along with mutual aid partners from Homer City and Clymer are on the scene of a commercial structure fire behind Spaghetti Benders, 563 Philadelphia Street, Indiana Borough. https://t.co/K4vDxLIrzB",d88a5def1d7e9609,US,Indiana,United States,-79.213942,40.5860237,-79.089163,40.656614,"Indiana, PA",Point,-79.150119,40.6231053
2021-03-21T16:57:55.000Z,"Mutual Aid, Abolition And Movements - https://t.co/rjHKapfCg3 https://t.co/7RCncXS6rS via @PopResistance",8173485c72e78ca5,US,Atlanta,United States,-84.576827,33.6475029,-84.289385,33.8868859,"Atlanta, GA",,-84.433106,33.7671944
2021-03-21T02:49:26.000Z,we may be slowly turning the corner on this pandemic but many of our neighbors still need our support - join me in purchasing items for the JC Mutual Aid Society who get these necessities to the people who need them https://t.co/UwLH6aSwM5,01b109414d4dbc71,US,Wall,United States,-74.140097,40.098449,-74.034044,40.234362,"Wall, NJ",,-74.087071,40.1664055
2021-03-21T00:21:44.000Z,Mutual aid groups are spread throughout the park offering services to the community. @MatzahBloc is here with a table full of drinks and snacks. @PlantBloc is here giving away seeds and plants. @PDX_Care is also here offering their services! \n\nClick on the accounts to learn more https://t.co/D0KiFfXQTE,ac88a4f17a51c7fc,US,Portland,United States,-122.79007,45.421863,-122.47175,45.6509405,"Portland, OR",,-122.63091,45.5364018
2021-03-20T22:12:05.000Z,"BIG THANKS to those who came to our 14 year anniversary foodshare! New &amp; old faces, delicious meals, free showers AND laundry. Mutual aid is vital in any community and we are grateful for the hands that share time, resources &amp; food. 🙌🏼❤️ #foodnotbombs #westpalmbeach #mutualaid https://t.co/oPuH6gJyNa",4de072969805ac41,US,West Palm Beach,United States,-80.2006,26.644671,-80.044639,26.7991205,"West Palm Beach, FL",,-80.12262,26.7218958
2021-03-20T21:13:00.000Z,"Thanks to your donations, the Read/Write Library is able to schedule a pickup for BSA to distribute goods with mutual aid pantries in Chicago. Next weekend we'll run the remaining funds over. https://t.co/YFv7RvKSCU",1d9a5370a355ab0c,US,Chicago,United States,-87.940033,41.644102,-87.523993,42.0230669,"Chicago, IL",,-87.732013,41.8335845
2021-03-20T18:22:10.000Z,"FINALLY able to shower/laundry/etc in my own home for the 1st time in a MONTH- such a relief. still have more repairs/fixes needed, but I‚Äôm grateful we have necessities since the #TexasFreeze ‚Äî many ppl still do not. pls donate to mutual aid/food&amp;water drives if able",5280739904d0ef48,US,The Woodlands,United States,-95.661376,30.10764,-95.418329,30.254863,"The Woodlands, TX",,-95.539853,30.1812515
2021-03-20T14:06:10.000Z,Just picked up some cool merch in support of mutual aid organization @SportulaEurope https://t.co/qIlPtOZHAs #ResDiff2,7d62cffe6f98f349,US,San Jose,United States,-122.03531,37.193164,-121.71215,37.469154,"San Jose, CA",,-121.87373,37.331159
2021-03-20T13:18:07.000Z,Planning on participating and helping with mutual aid today or tomorrow. Let me know if you want to join!,a612c69b44b2e5da,US,Arizona,United States,-114.81827,31.3322463,-109.04515,37.004261,"Arizona, USA",,-111.93171,34.1682537
2021-03-20T10:34:48.000Z,"Mutual Aid is equitable, not a donation.",00f751614d8ce37b,US,Richmond,United States,-77.601044,37.447046,-77.385297,37.61272,"Richmond, VA",,-77.493171,37.529883
2021-03-20T04:59:22.000Z,Tell them about the mutual aid work you do and specify that it has no barrier to entry or means testing. They'll typically respond really well to hearing that you wake up at 6:00am on Sundays to help with Food Not Bombs.,de599025180e2ee7,US,Ohio,United States,-84.820309,38.403186,-80.518626,42.327133,"Ohio, USA",,-82.669467,40.3651595
2021-03-19T20:30:42.000Z,"Our mutual aid hub is open for supply drop off, pick up, and redistribution!\n\n📍2161 University Ave W., St. Paul\n• Wednesday &amp; Friday 3pm–7pm\n• Saturday &amp; Sunday 10am–2pm https://t.co/Ci9bb1ONMJ",60e2c37980197297,US,St Paul,United States,-93.207783,44.8907521,-93.003514,44.992279,"St Paul, MN",,-93.105649,44.9415156
2021-03-19T18:46:17.000Z,"thanks for hookin’ it up again Warren! I keep preaching, mutual aid is all about connections connections connections and it’s a small world before you know it. https://t.co/iV6vADJYbU",6ffcf3b0b904bbcb,US,Kentucky,United States,-89.57151,36.497129,-81.964971,39.147359,"Kentucky, USA",,-85.768241,37.822244
2021-03-19T16:28:24.000Z,https://t.co/WSWsyrqvel,01b830b56373fb7b,US,Mount Helix,United States,-117.00574,32.7445441,-116.92786,32.7869773,"Mount Helix, CA",,-116.9668,32.7657607
2021-03-19T14:59:09.000Z,"This week = #Ward6MutualAid‚Äôs One Year Anniversary! ‚ú® As always, thankful to @ServeYourCityDC for serving as #W6MA‚Äôs hub ‚Äî &amp; grateful for being part of a mutual aid network who believes that here in #DC ‚Äî #WeKeepUsSafe through #solidarityNOTcharity. ‚û°Ô∏è https://t.co/r5hD4IpClR ‚û°Ô∏è https://t.co/LIaaFMam44",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",,-77.014399,38.8986029
2021-03-19T05:59:04.000Z,@howell5917 @UWBIPOCCo @AboutFreedomInc You can also donate to @AboutFreedomInc and local mutual aid groups.\nhttps://t.co/iY5c33db6z,7dc5c6d3bfb10ccc,US,Wisconsin,United States,-92.889433,42.491921,-86.24955,47.309715,"Wisconsin, USA",,-89.569492,44.900818
2021-03-19T02:36:23.000Z,“It’s the mutual aid for me.” 👨‍👨‍👧‍👦 #ChosenFamily @ University of Kentucky https://t.co/qGO1URNNYa,6ffcf3b0b904bbcb,US,Kentucky,United States,-89.57151,36.497129,-81.964971,39.147359,"Kentucky, USA",Point,-84.503807,38.0359749
2021-03-19T02:10:46.000Z,"New @StreetFightWCRS shirt comfy and in fat guy sizes, while supporting mutual aid. https://t.co/P6KTfi3rqb",5b217454f4bd5f04,US,Brookfield,United States,-87.861584,41.805304,-87.831588,41.842603,"Brookfield, IL",,-87.846586,41.8239535
2021-03-18T20:29:38.000Z,"#solidarityNOTcharity means keeping the work going, because the need here in #WashingtonDC will continue long after the pandemic is over.Consider becoming a recurring donor TODAY! ‚û°Ô∏è Your support makes Mutual Aid possible into the future. https://t.co/F30sUi9f3p \n#WeKeepUsSafe https://t.co/N0N4ox9lhR",01fbe706f872cb32,US,Washington,United States,-77.119401,38.801826,-76.909396,38.9953797,"Washington, DC",,-77.014399,38.8986029
2021-03-18T17:33:29.000Z,Like they didn’t even try... Not even a little mutual aid program? Fund to the families? Or anything for a matter fact. All we got is a hashtag &amp; useless public statements? If you gon grift at least do it right &amp; put a little effort into it 😕 https://t.co/IJu2Malr8y,7dda05213481260c,US,Gainesville,United States,-82.421473,29.600496,-82.239066,29.745847,"Gainesville, FL",,-82.33027,29.6731715
